,text,verbose label,course label,fine label
400,Vilket skördefel orsakade den irländska hungersnöden?,ENTY:food,2,13
401,Vilken sydkoreansk stad betjänas av Kimpo International Airport?,LOC:city,4,32
402,Hur många typer av hundsvansar finns det - tre,NUM:count,3,38
403,Vilken är den längsta tv-serien?,ENTY:cremat,2,9
404,Vilka rovdjur finns på Antarktis?,ENTY:animal,2,6
405,Vad är skillnaden mellan en generator och en omformare?,DESC:desc,0,3
406,Hur skapas energi?,DESC:manner,0,4
407,"Vilken öl annonserade att den hade ""tre ringar""?",ENTY:food,2,13
408,Vad är mängden amerikanska soldater som fortfarande inte redovisas från Vietnamkriget?,NUM:other,3,43
409,Vilket golftillbehör patenterades av George Grant den 12 december?,ENTY:techmeth,2,24
410,Vilka är de olika plasttyperna?,ENTY:other,2,17
411,"Hur är det korrekt att säga ""qigong""?",DESC:manner,0,4
412,Vad var det högsta berget på jorden innan Mount Everest upptäcktes?,LOC:mount,4,34
413,"Var var den liguriska republiken, 1797-185?",LOC:other,4,35
414,Vilket lands folk är de bästa tv-tittarna?,LOC:country,4,33
415,När ratificerades kvinnors rösträtt?,NUM:date,3,39
416,Vilka polynesiska människor bor i Nya Zeeland?,HUM:gr,5,29
417,"Vilken filmresa i det romerska imperiet har förmaningen: ""Ro bra och lev""?",ENTY:cremat,2,9
418,Vilket centrum i Nevada har kallats The Biggest Little City in the World?,LOC:city,4,32
419,"Vilken president bodde på 219 North Delaware Street, Independence, Missouri?",HUM:ind,5,30
420,Ange en anledning till att amerikanska indianer ofta hoppar av skolan.,DESC:reason,0,5
421,Var måste en fotbollsmålvakt stå för att få hantera bollen?,LOC:other,4,35
422,Vad är skillnaden mellan klassisk konditionering och operant konditionering?,DESC:desc,0,3
423,I vilken amerikansk stat valdes den första kvinnliga guvernören?,LOC:state,4,36
424,Vad är några intressanta fakta och information om hundspann?,DESC:desc,0,3
425,Vilket år dog Hitler?,NUM:date,3,39
426,Vilken berömd modell var gift med Billy Joel?,HUM:ind,5,30
427,Vilken typ av djur är Babar?,ENTY:animal,2,6
428,Vad är Jane Goodall känt för?,DESC:reason,0,5
429,Vad dödade Bob Marley?,ENTY:other,2,17
430,Hur mycket pengar är Dumbos öron försäkrade för?,NUM:money,3,41
431,Vem dansade till berömmelse med Fred Astaire i Youll Never Get Rich 1941?,HUM:ind,5,30
432,Vem är Stein Eriksen?,HUM:desc,5,28
433,Vad betyder namnet Billie?,DESC:def,0,2
434,Vem är världens snabbaste simmare?,HUM:ind,5,30
435,Vad är den högsta toppen i Afrika?,LOC:mount,4,34
436,Var har Procter & Gamble sitt huvudkontor i USA?,LOC:other,4,35
437,Vilken öken har kallats Allahs trädgård?,LOC:other,4,35
438,Vad har bikornade djur två av?,ENTY:other,2,17
439,Vilken funktion har ett samhälles vattentorn?,DESC:reason,0,5
440,Vad är en rädsla för svaghet?,ENTY:dismed,2,11
441,Hur många mil är det till Ohio från North Carolina?,NUM:count,3,38
442,Hur mycket snö motsvarar en tum regn?,NUM:count,3,38
443,Vad står GMT för?,ABBR:exp,1,1
444,Vad betyder Inuit och Eskimo?,DESC:def,0,2
445,Vilken låt fungerade som avslutande tema för The Johnny Cash Show?,ENTY:cremat,2,9
446,Vilken fältsport främjade tandläkaren William Beers och skrev en standardbok med regler för?,ENTY:sport,2,21
447,Hur knytfärgar jag kläder?,DESC:manner,0,4
448,När har den genomsnittliga tonåringen först samlag?,NUM:date,3,39
449,Varför har www.answers.com inga svar på mina frågor?,DESC:reason,0,5
450,Vilken skådespelares självbiografi heter All My Yesterdays?,HUM:ind,5,30
451,Vilken rysk mästarspion bodde i USA under namnet Emil Goldfus?,HUM:ind,5,30
452,Var är det 19:e hålet på en golfbana?,LOC:other,4,35
453,Vad är naturens syfte med tornados?,DESC:reason,0,5
454,Vilka spelade de ursprungliga Charlie's Angels?,HUM:ind,5,30
455,Var kan jag hitta en persons adress från ett telefonnummer?,LOC:other,4,35
456,"Vilket engelskt ord kommer från  gammelfranskans covrefeu, som betyder täcka eld?",ENTY:word,2,27
457,Vilket musikinstrument spelade Prewitt i James Jones From Here to Eternity?,ENTY:instru,2,14
458,Var fick Sarge Steel sin metallhand?,LOC:other,4,35
459,Vad får popcorn att poppa?,DESC:reason,0,5
460,Vem skrev The Night of the Iguana?,HUM:ind,5,30
461,Var växer ditt hår snabbast?,ENTY:body,2,7
462,I vilket land regerade kung Gustav V från 197 till 195?,LOC:country,4,33
463,Vem målade Mother and Child?,HUM:ind,5,30
464,Vad är Mississippiflodens hastighet?,NUM:speed,3,46
465,I vilket område i världen utkämpades sexdagars kriget?,LOC:other,4,35
466,Vad är den ljusaste stjärnan som är synlig från jorden?,LOC:other,4,35
467,Vilken film markerade Robert Redfords regiedebut?,ENTY:cremat,2,9
468,Vad var Maos andra namn?,HUM:ind,5,30
469,Vilken eller vilka filmer har Jude Law medverkat i?,ENTY:cremat,2,9
470,Var bor hyener?,LOC:other,4,35
471,"Vem är ""Queen Mother""?",HUM:desc,5,28
472,Vad är det vanligaste språket i Belgien?,ENTY:lang,2,15
473,Vem har mer DNA - en man eller en kvinna?,HUM:ind,5,30
474,Vad är Maid-Rites?,DESC:def,0,2
475,"Vilken barnberättelse innehåller raden: ""Come, Cinderslut, and hold this skein of wool for me""?",ENTY:cremat,2,9
476,Vilken nivå på regeringen eller myndigheten är ansvarig för att hantera rasism?,HUM:gr,5,29
477,Hur många domare arbetar en fotbollsmatch?,NUM:count,3,38
478,Vilken cocktail sätter du ihop med whisky och söt vermouth?,ENTY:food,2,13
479,"Hur säger man ""färsk"" på spanska?",ENTY:termeq,2,25
480,Vad gör bikupor i tranbärsmyrar?,DESC:desc,0,3
481,Vad orsakade Lynmouth översvämningar?,DESC:reason,0,5
482,När är tulpanfestivalen i Michigan?,NUM:date,3,39
483,Vem kom på namnet El Nino?,HUM:ind,5,30
484,Vilken film spelade Madilyn Kahn med Gene Wilder?,ENTY:cremat,2,9
485,Vilken typ av bro är Golden Gate Bridge?,ENTY:other,2,17
486,"Vilken diktator har smeknamnet ""El Maximo""?",HUM:ind,5,30
487,"Vilken stereotillverkare är ""något före sin tid""?",HUM:gr,5,29
488,Vilken amerikansk stad är Drottningen av Stilla havet?,LOC:city,4,32
489,Vilken TV-sitcom-karaktär hade flicknamnet Ethel Potter?,HUM:ind,5,30
490,Vad var den första Lifesaver-smaken?,ENTY:food,2,13
491,Vem förde den mest kända dagboken på engelska?,HUM:ind,5,30
492,Var kan jag ta reda på de bästa singlarna?,LOC:other,4,35
493,Hur många grader svalare är gurkans insida än luften utanför?,NUM:count,3,38
494,Vilken spansk konstnär målade korsfästelsen?,HUM:ind,5,30
495,Vad heter den judiska bibeln?,ENTY:cremat,2,9
496,Varför är gräset grönt?,DESC:reason,0,5
497,Vad är en brandvägg?,DESC:def,0,2
498,Vilken spionförfattare fungerade som Moskva-korrespondent för Reuter och The Times of London?,HUM:ind,5,30
499,"Vilket oljebolag valde nästan ett ord som innebar ""stoppad bil"" på japanska som sitt nya internationella namn?",HUM:gr,5,29
500,Hur lång tid tar det för Spider-Mans webb att avdunsta?,NUM:period,3,45
501,Vem var Randy Steven Crafts advokat?,HUM:ind,5,30
502,Vad var känt som Spice Island?,LOC:other,4,35
503,Vem var den första värden av person till person?,HUM:ind,5,30
504,Namn Ranger som alltid var efter Yogi Bear.,HUM:ind,5,30
505,"Vilken kortlek inkluderar Wheel of Fortune, The Lovers och Death?",ENTY:other,2,17
506,Vad bär Frihetsgudinnan på fötterna?,ENTY:other,2,17
507,Vem är superstjärnan i hyrbilar?,HUM:ind,5,30
508,McCarren Airport ligger i vilken stad?,LOC:city,4,32
509,"Vilken hushållsanläggning innehåller en flottörkula, kulkran och överströmningsrör?",ENTY:other,2,17
510,Vad hette Betty Boops hund?,ENTY:animal,2,6
511,Vilken bråkdel av en bävers liv spenderas i simning?,NUM:perc,3,44
512,Vad var bron av San Luis Rey gjord av?,ENTY:substance,2,22
513,Vad gör ekonomer?,DESC:desc,0,3
514,Vilket land har den största fårpopulationen?,LOC:country,4,33
515,"Vad behöver jag göra för att ta min hund med mig för att bo i Dominica, Västindien i ett år?",DESC:desc,0,3
516,Vilket land är världens största importör av cognac?,LOC:country,4,33
517,Hur många år är Johnnie Walker Black Label åldrad?,NUM:count,3,38
518,Vad står SIDS för?,ABBR:exp,1,1
519,Vad är Grenadas huvudsakliga råvaruexport?,ENTY:other,2,17
520,"Hur mycket skulle en svartvitt 1-cent-frimärke vara värd, Thomas Jefferson på den?",NUM:money,3,41
521,Vad gör en klitoris känslig?,DESC:reason,0,5
522,"Vilket land har flest tidszoner, med 11?",LOC:country,4,33
523,"Vilken ""magi"" använder Mandrake?",ENTY:other,2,17
524,Vem är president för Stanford University?,HUM:ind,5,30
525,"Vems första presidentorder var: ""Låt oss få den här jävla saken i luften""?",HUM:ind,5,30
526,Vad introducerades kommersiellt av Bayer AG i Leverkusen 1899?,ENTY:other,2,17
527,Vilken stad ligger Logan Airport i?,LOC:city,4,32
528,Vad är en nanometer?,DESC:def,0,2
529,Hur många innings finns det i ett regleringsmjukbollsspel?,NUM:count,3,38
530,När gick CNN i sändning?,NUM:date,3,39
531,Vad är den största staden på de stora sjöarna?,LOC:city,4,32
532,Vad är telefonnumret för University of Kentucky?,NUM:code,3,37
533,Vem uppfann baseboll?,HUM:ind,5,30
534,Hur många fruar hade Brigham Young?,NUM:count,3,38
535,Vilken produkt på marknaden är bra för att dölja ansiktsärr?,ENTY:product,2,19
536,Hur lång är promenaden på Coney Island?,NUM:dist,3,40
537,Vilken stad blev känd för sina ärtsoppsdimmor?,LOC:city,4,32
538,"Vad betyder ""Janelle""?",DESC:def,0,2
539,Hur får jag en annan stads tidning?,DESC:manner,0,4
540,Nämn en film om Sioux Indianerna med Kevin Costner i huvudrollen.,ENTY:cremat,2,9
541,"Vem blev skjuten i ryggen under ett pokerspel i Deadwood, Dakotas territorium?",HUM:ind,5,30
542,Vilka är de distinkta fysiska egenskaperna hos den arabiska hästen?,DESC:desc,0,3
543,Vad är en rädsla för åska?,ENTY:dismed,2,11
544,Vilket djur har dödat flest människor?,ENTY:animal,2,6
545,Hur många högskolor finns i Wyoming?,NUM:count,3,38
546,"Vilken ryska hamn har ett namn som betyder ""Lord of the East""?",LOC:city,4,32
547,Var kan aktier handlas online?,LOC:other,4,35
548,När var slaget vid Hastings?,NUM:date,3,39
549,Vilken fil har filnamnstillägget .dbf?,ENTY:other,2,17
550,När levde Muhammad?,NUM:date,3,39
551,"Vilken då nedsättande term användes för målarna Monet, Sisley, Pissarro, Renoir och Degas?",ENTY:termeq,2,25
552,Vad är en wop?,DESC:def,0,2
553,Var kommer stenar ifrån?,DESC:desc,0,3
554,Hur stoppar jag bakgrundsljud i en bilstereo?,DESC:manner,0,4
555,Var klättrar folk i Nepal?,LOC:mount,4,34
556,Vad är det bästa college i landet?,HUM:gr,5,29
557,Vad är viskositet?,DESC:def,0,2
558,Vad hette den sitcom som Alyssa Milano spelade in med Tony Danza?,ENTY:cremat,2,9
559,Vilka är de nordiska länderna?,LOC:country,4,33
560,Var på Internet kan jag få information om det femte ändringsförslaget om American Bill of Rights?,LOC:other,4,35
561,Vilken amerikansk stat gränsar Illinois i norr?,LOC:state,4,36
562,Namn en film där Jude Law spelade.,ENTY:cremat,2,9
563,Vad är temperaturen för att baka Peachy Oat Muffins?,NUM:temp,3,47
564,Vad är en rädsla för bin?,ENTY:dismed,2,11
565,Vilken Vladimir Nabokov-roman presenterar professor Humbert som är kär i en 12-årig flicka?,ENTY:cremat,2,9
566,Vad är en grön myr?,DESC:def,0,2
567,Var kom myten om jultomten från?,LOC:other,4,35
568,Vad fruktar en stolbunden basofob?,ENTY:other,2,17
569,Vilken stad betjänas av Logan International Airport?,LOC:city,4,32
570,"Vilken brottningsstjärna blev ""The Incredible Hulk""?",HUM:ind,5,30
571,Vad lockar turister till Reims?,LOC:other,4,35
572,Vilket spel spelar Steve McQueen och Edward G. Robinson i The Cincinnati Kid?,ENTY:sport,2,21
573,Vilket fästelement patenterade Whitcomb Judson 1893?,ENTY:other,2,17
574,Vad är en auberge i Frankrike?,DESC:def,0,2
575,Vem var stjärnan i Broadway-hiten Golden Boy 1965?,HUM:ind,5,30
576,Var är Procter & Gamble baserat i USA?,LOC:other,4,35
577,Vilken armé grundades av William Booth och hans fru Catherine?,HUM:gr,5,29
578,Vad består ribavirin av?,ENTY:substance,2,22
579,"Namnge läsken som är ""nummer ett i solen.""",ENTY:food,2,13
580,Vilken är webbadressen till listan över e-postadresser till representanthuset?,LOC:other,4,35
581,Vad hette hon på riktigt?,HUM:ind,5,30
582,Varför är öronen ditt centrum för balans?,DESC:reason,0,5
583,Vem uppfann tandborsten?,HUM:ind,5,30
584,Vad hette den populära låten Creeps sjöng?,ENTY:cremat,2,9
585,Var sägs den avskyvärda snögubben vandra?,LOC:other,4,35
586,Vad är en rädsla för att vara ensam?,ENTY:dismed,2,11
587,"Hur många punkter utgör symbolen för ""därför""?",NUM:count,3,38
588,Vad får du genom att lägga till Lactobacillus bulgaricus i mjölk?,ENTY:food,2,13
589,Vad står EENTY: andra för för läsning av rubrikannonser?,ABBR:exp,1,1
590,Hur många hjärtan har en bläckfisk?,NUM:count,3,38
591,Vilken växt har det största fröet?,ENTY:plant,2,18
592,Vilket var det enda landet du fick köra till Israel från år 1979?,LOC:country,4,33
593,"Vad närmar sig när en cyklist ropar: ""Olja""?",ENTY:other,2,17
594,Vilken baseballstjärna avslog ett kontrakt på 1 000 dollar per år för att han kände att han inte hade förtjänat det?,HUM:ind,5,30
595,Vilken typ av sport är ofta förknippad med huliganer?,ENTY:sport,2,21
596,Vilken videospelhjälte kallas Chomper av några av hans fans?,HUM:ind,5,30
597,Hur många hål finns det i en bowlingboll?,NUM:count,3,38
598,Vad är det längsta ordet på engelska?,ENTY:word,2,27
599,I vilken stad eller stat bor de flesta homosexuella män?,LOC:other,4,35
600,"Vilka TV-komikers karaktärer inkluderar före detta filmstjärna Nora Desmond, sekreterare Mrs. Wiggins och en hemmafru som heter Eunice?",HUM:ind,5,30
601,"Vad är ""björnen av öl""?",ENTY:animal,2,6
602,Namnge operativsystemet som körs på IBM-kompatibla maskiner.,ENTY:other,2,17
603,"Vad betyder namnet ""Justin""?",DESC:def,0,2
604,Hur stor andel av kroppen är muskler?,NUM:perc,3,44
605,Vilken färg av torrt vin ska serveras med kalvstek och kotletter?,ENTY:color,2,8
606,Vad är en golfboll gjord av?,ENTY:substance,2,22
607,Vad är Amish-religionen?,DESC:def,0,2
608,Vad får en dagvårdsleverantör i genomsnitt betalt i New England?,NUM:money,3,41
609,Vad hette den irländska terrorgruppen på 187-talet i gruvområden i Pennsylvania?,HUM:gr,5,29
610,Vem spelade Ringo Kid i filmen Stagecoach från 1939?,HUM:ind,5,30
611,Vem dog 1 fot från där John F. Kennedy dog?,HUM:ind,5,30
612,"Vad är ""coppertop"" -batteriet?",DESC:def,0,2
613,Vilket tecken är Vattenbäraren zodiakens symbol för?,ENTY:symbol,2,23
614,Vilka djur hittar du på aktiemarknaden?,ENTY:animal,2,6
615,Vad är färg?,DESC:def,0,2
616,När kommer webbplatsen www.questions.com att öppnas?,NUM:date,3,39
617,Vad skrev Shostakovich för Rostropovich?,ENTY:cremat,2,9
618,Vilket förnamn fick Nipsy Russell vid födseln?,HUM:ind,5,30
619,Hur kan jag få gratis teknisk information om elfordon?,DESC:manner,0,4
620,Vem är den yngsta av Beatles?,HUM:ind,5,30
621,Hur betecknade varvsinspektören James J. Kilroy utrustningen som tillfredsställande?,DESC:manner,0,4
622,Vad är en Jellicle Cat?,DESC:def,0,2
623,Var kan jag hitta de bästa kostnadsfria bevisen för debatt om Ryssland?,LOC:other,4,35
624,Vad är Bill Gates från Microsofts e-postadress?,LOC:other,4,35
625,Vad är det näst hårdaste ämnet?,ENTY:substance,2,22
626,Varför slutade flera skolor i San Diego servera äpplen till eleverna?,DESC:reason,0,5
627,Vilken rysk stad har Hermitage Museum?,LOC:city,4,32
628,När är Bastilladagen?,NUM:date,3,39
629,Vad får en tornado att vända?,DESC:reason,0,5
630,Hur många skott kan ett M16-lager ha?,NUM:count,3,38
631,Vilka två färger är du blind för om du lider av protanopi?,ENTY:color,2,8
632,Varför har ni inte någon form av tävling där ni ställer en fråga och den som hittar svaren vinner ett pris?,DESC:reason,0,5
633,Vem är Coronado?,HUM:desc,5,28
634,Vad hette filmen med Sharon Stone och Arnold Schwarzenegger?,ENTY:cremat,2,9
635,Vad är artificiell intelligens?,DESC:def,0,2
636,Vad äter plattfisk?,ENTY:food,2,13
637,Vem var den första heliga romerska kejsaren?,HUM:ind,5,30
638,Vad kan jag använda för att ta bort envisa gummiprodukter från vissa disketter?,ENTY:other,2,17
639,Vilken veckodag ser de mest dödliga bilolyckorna?,NUM:date,3,39
640,"Vad är ordets ursprung, magi?",DESC:desc,0,3
641,I vilken sport fångar du höga bollar i?,ENTY:sport,2,21
642,Vad är vit choklad?,DESC:def,0,2
643,Var är Trinidad?,LOC:other,4,35
644,Namnge den organisation som leds av ett säkerhetsråd.,HUM:gr,5,29
645,"Vem prydde luftvågorna med sådana pärlor som ""Gör du mig själv? Bli naken, älskling!""?",HUM:ind,5,30
646,Vilken typ av vin är Spumante?,ENTY:food,2,13
647,Vem skildrade den fetlagda kriminologen Carl Hyatt på Checkmate?,HUM:ind,5,30
648,Hur säger man jag älskar dig på spanska?,ENTY:termeq,2,25
649,Vad betyder namnet Gina?,DESC:def,0,2
650,Vilken är den mest avancerade handhållna kalkylatorn i världen?,ENTY:product,2,19
651,Hur snabbt är ljuset?,NUM:speed,3,46
652,Vad heter bältet med lågt tryck runt ekvatorn?,ENTY:termeq,2,25
653,Vad är stjärnfall?,DESC:def,0,2
654,Vem slogs av Chicago Bulls i mästerskapet 1993?,HUM:gr,5,29
655,När publicerades den första amerikanska uppslagsverket?,NUM:date,3,39
656,Vad är den högsta byggnaden i New York City?,LOC:other,4,35
657,Hur bestäms påskdagens datum?,DESC:manner,0,4
658,Vad är motto för staten Maryland?,DESC:desc,0,3
659,Vem är Desmond Tutu?,HUM:desc,5,28
660,Var kan jag hitta information om Narragansett-indianerna och andra stammar i Rhode Island?,LOC:other,4,35
661,Nämn en tiger som är utdöd.,ENTY:animal,2,6
662,Hur många quarters motsvarar ett pund?,NUM:count,3,38
663,Vilken typ av böcker publicerar Fodors?,ENTY:cremat,2,9
664,"Vilka är förnamnen på Rowan och Martin, stjärnorna i TV: s Laugh-In?",HUM:ind,5,30
665,Vilket kapitel i Bibeln har flest verser?,NUM:ord,3,42
666,Vem är den värsta amerikanska presidenten någonsin?,HUM:ind,5,30
667,Vilken asiatisk ledare var känd som The Little Brown Saint?,HUM:ind,5,30
668,Vad är det förkortade uttrycket för National Bureau of Investigation?,ABBR:abb,1,0
669,Hur snabbt går den snabbaste bilen?,NUM:speed,3,46
670,Vilket är det högsta berget i världen?,LOC:mount,4,34
671,Vilken båge kan du se från Place de la Concorde?,LOC:other,4,35
672,"Vem sjunger låten ""Drink to me with thine eyes"" av Ben Johnson?",HUM:ind,5,30
673,Hur länge ska en person tvätta händerna innan de är rena?,NUM:period,3,45
